year;location;environ;strain;family;set;spot;height;R8;planting;flower;maturity;lodging;yield;moisture;protein;oil;fiber;size;EID
2011;NE;NE_2011;DS11-41197;41;41B;41B_NE_2011;116.84;122;532;NA;931;3.5;4832;6.36;33.46;19.67;4.74;19.73;5
2011;NE;NE_2011;DS11-41199;41;41B;41B_NE_2011;121.92;117;532;NA;926;2.5;4607;6.76;35.45;18.62;4.7;18.69;5
2011;NE;NE_2011;DS11-41200;41;41B;41B_NE_2011;121.92;122;532;NA;931;3;3877;6.42;34.67;18.52;4.79;18.47;5
2011;NE;NE_2011;DS11-41201;41;41B;41B_NE_2011;121.92;117;532;NA;926;2.5;4421;6.26;35.57;19.51;4.6;19.01;5
2011;NE;NE_2011;DS11-41202;41;41B;41B_NE_2011;99.06;115;532;NA;924;1;4405;7;35.76;19.2;4.6;18.55;5
2011;NE;NE_2011;DS11-41203;41;41B;41B_NE_2011;116.84;123;532;NA;932;2.5;4811;6.74;35.16;18.77;4.71;21.65;5
2011;NE;NE_2011;DS11-41204;41;41B;41B_NE_2011;104.14;116;532;NA;925;1.5;4501;7.03;35.91;19.43;4.57;20.56;5
2011;NE;NE_2011;DS11-41205;41;41B;41B_NE_2011;121.92;119;532;NA;928;2;4414;6.46;36.17;18.53;4.65;18.81;5
2011;NE;NE_2011;DS11-41206;41;41B;41B_NE_2011;114.3;117;532;NA;926;3;4454;6.31;35.44;18.88;4.7;16.08;5
2011;NE;NE_2011;DS11-41208;41;41B;41B_NE_2011;116.84;118;532;NA;927;1.5;4780;6.16;34.24;18.75;4.85;16.48;5
2011;NE;NE_2011;DS11-42044;42;42B;42B_NE_2011;134.62;122;532;NA;931;2.5;4896;6.35;33.71;19.49;4.78;18.21;5
2011;NE;NE_2011;DS11-42046;42;42B;42B_NE_2011;124.46;118;532;NA;927;2;4297;7.54;35.53;19.33;4.67;20.25;5
2011;NE;NE_2011;DS11-42053;42;42B;42B_NE_2011;114.3;123;532;NA;932;3.5;3721;7;33.59;18.81;4.85;20.68;5
2011;NE;NE_2011;DS11-42056;42;42B;42B_NE_2011;111.76;120;532;NA;929;1.5;4696;6.56;35.32;18.47;4.74;17.72;5
2011;NE;NE_2011;DS11-42060;42;42B;42B_NE_2011;127;125;532;NA;934;3;2965;6.51;34.63;17.9;4.88;18.61;5
2011;NE;NE_2011;DS11-42061;42;42B;42B_NE_2011;129.54;118;532;NA;927;3;4172;6.33;35.16;18.75;4.75;16.63;5
2011;NE;NE_2011;DS11-42062;42;42B;42B_NE_2011;129.54;124;532;NA;933;3;3480;6.28;34.65;18.87;4.78;18.67;5
2011;NE;NE_2011;DS11-42063;42;42B;42B_NE_2011;104.14;123;532;NA;932;3;4142;6.4;35.2;18.11;4.78;20.85;5
2011;NE;NE_2011;DS11-42066;42;42B;42B_NE_2011;137.16;118;532;NA;927;2.5;4653;6.37;34.45;19.19;4.76;19.07;5
2011;NE;NE_2011;DS11-42067;42;42B;42B_NE_2011;127;121;532;NA;930;2.5;4236;6.74;36.31;18.94;4.64;16.57;5
2011;NE;NE_2011;DS11-42089;42;42B;42B_NE_2011;154.94;124;532;NA;933;2.5;4520;6.36;34.52;18.23;4.84;19.58;5
2011;NE;NE_2011;DS11-42090;42;42B;42B_NE_2011;132.08;121;532;NA;930;1.5;3596;6.41;34.43;18.56;4.81;19.04;5
2011;NE;NE_2011;DS11-42092;42;42B;42B_NE_2011;114.3;118;532;NA;927;1.5;4841;6.54;33.89;19.84;4.71;19.99;5
2011;NE;NE_2011;DS11-42094;42;42B;42B_NE_2011;142.24;122;532;NA;931;2.5;3674;6.79;36.75;18.61;4.61;17.37;5
2011;NE;NE_2011;DS11-42097;42;42B;42B_NE_2011;129.54;123;532;NA;932;3.5;3125;6.28;34.12;19.29;4.77;18.75;5
2011;NE;NE_2011;DS11-42100;42;42B;42B_NE_2011;116.84;123;532;NA;932;1.5;4340;6.43;34.58;19.15;4.71;18.01;5
2011;NE;NE_2011;DS11-42101;42;42B;42B_NE_2011;119.38;123;532;NA;932;2;3959;6.35;35.84;18.37;4.72;16.51;5
2011;NE;NE_2011;DS11-42102;42;42B;42B_NE_2011;106.68;119;532;NA;928;3;3742;6.82;35.64;19.43;4.61;21.19;5
2011;NE;NE_2011;DS11-42104;42;42B;42B_NE_2011;132.08;118;532;NA;927;3;4047;6.18;34.15;18.62;4.88;16.48;5
2011;NE;NE_2011;DS11-42106;42;42B;42B_NE_2011;127;119;532;NA;928;3;3673;6.44;33.71;18.92;4.83;18.49;5
2011;NE;NE_2011;DS11-42110;42;42B;42B_NE_2011;121.92;124;532;NA;933;1.5;3999;6.34;34.35;18.08;4.9;16.94;5
2011;NE;NE_2011;DS11-42111;42;42B;42B_NE_2011;127;123;532;NA;932;3;3615;6.79;35.63;18.25;4.74;17.23;5
2011;NE;NE_2011;DS11-42115;42;42B;42B_NE_2011;127;121;532;NA;930;3;3976;6.33;36.54;18.06;4.67;16.11;5
2011;NE;NE_2011;DS11-42116;42;42B;42B_NE_2011;119.38;119;532;NA;928;2;5171;6.48;34.92;19.54;4.66;21.8;5
2011;NE;NE_2011;DS11-42118;42;42B;42B_NE_2011;132.08;118;532;NA;927;2;4082;6.91;36.37;18.95;4.6;19.07;5
2011;NE;NE_2011;DS11-42121;42;42B;42B_NE_2011;124.46;117;532;NA;926;2;4606;6.69;33.48;19.28;4.83;17.66;5
2011;NE;NE_2011;DS11-42123;42;42B;42B_NE_2011;127;119;532;NA;928;2.5;3979;6.38;35.66;18.92;4.67;15.74;5
2011;NE;NE_2011;DS11-54018;54;54B;54B_NE_2011;119.38;118;532;NA;927;2.5;4071;6.29;35.16;18.64;4.75;14.76;5
2011;NE;NE_2011;DS11-54019;54;54B;54B_NE_2011;121.92;118;532;NA;927;3;4315;6.37;34.28;18.99;4.81;17.26;5
2011;NE;NE_2011;DS11-54027;54;54B;54B_NE_2011;121.92;117;532;NA;926;2;4977;6.52;33.23;19.7;4.81;16.83;5
2011;NE;NE_2011;DS11-54028;54;54B;54B_NE_2011;119.38;119;532;NA;928;2.5;3916;6.43;35.02;18.88;4.74;17.72;5
2011;NE;NE_2011;DS11-54029;54;54B;54B_NE_2011;101.6;117;532;NA;926;1;4530;6.73;34.58;19.76;4.67;19.3;5
2011;NE;NE_2011;DS11-54030;54;54B;54B_NE_2011;127;118;532;NA;927;2.5;4729;6.62;33.46;19.63;4.75;18.29;5
2011;NE;NE_2011;DS11-54032;54;54B;54B_NE_2011;111.76;119;532;NA;928;2.5;4135;6.49;33.41;19.56;4.8;16.97;5
2011;NE;NE_2011;DS11-54033;54;54B;54B_NE_2011;114.3;117;532;NA;926;3;3470;6.51;33.11;20.11;4.77;16.57;5
2011;NE;NE_2011;DS11-54034;54;54B;54B_NE_2011;101.6;117;532;NA;926;3;4303;6.46;35.44;18.64;4.73;15.77;5
2011;NE;NE_2011;DS11-54039;54;54B;54B_NE_2011;111.76;118;532;NA;927;2;5309;6.76;33.94;19.08;4.8;16.63;5
2011;NE;NE_2011;DS11-54040;54;54B;54B_NE_2011;124.46;118;532;NA;927;2.5;4832;6.25;33.51;19.78;4.77;17.37;5
2011;NE;NE_2011;DS11-54041;54;54B;54B_NE_2011;116.84;117;532;NA;926;3;4259;6.25;34.45;19.41;4.76;16.31;5
2011;NE;NE_2011;DS11-54042;54;54B;54B_NE_2011;109.22;119;532;NA;928;2;4434;7.28;33.49;19.89;4.73;17.26;5
2011;NE;NE_2011;DS11-54046;54;54B;54B_NE_2011;127;123;532;NA;932;2.5;4301;7.86;33.92;19.19;4.78;19.47;5
2011;NE;NE_2011;DS11-54049;54;54B;54B_NE_2011;111.76;120;532;NA;929;2.5;4575;7.1;34.98;19.33;4.67;18.03;5
2011;NE;NE_2011;DS11-54051;54;54B;54B_NE_2011;109.22;119;532;NA;928;3;4486;7.59;33.45;19.83;4.77;18.35;5
2011;NE;NE_2011;DS11-54052;54;54B;54B_NE_2011;104.14;121;532;NA;930;2.5;5073;7.79;33.3;19.19;4.83;17.83;5
2011;NE;NE_2011;DS11-54053;54;54B;54B_NE_2011;116.84;117;532;NA;926;2;3979;8.11;35.04;19.61;4.67;18.03;5
2011;NE;NE_2011;DS11-54054;54;54B;54B_NE_2011;121.92;121;532;NA;930;3;4697;7.58;34.02;19.3;4.75;17.83;5
2011;NE;NE_2011;DS11-54058;54;54B;54B_NE_2011;106.68;122;532;NA;931;2.5;5101;7.68;33.36;20.04;4.73;19.53;5
2011;NE;NE_2011;DS11-54059;54;54B;54B_NE_2011;119.38;117;532;NA;926;2.5;4780;7.2;33.9;19.39;4.77;19.47;5
2011;NE;NE_2011;DS11-54062;54;54B;54B_NE_2011;106.68;121;532;NA;930;2.5;4887;7.22;33.38;19.28;4.84;16.74;5
2011;NE;NE_2011;DS11-54063;54;54B;54B_NE_2011;114.3;117;532;NA;926;2.5;4721;7.67;33.7;19.56;4.76;18.32;5
2011;NE;NE_2011;DS11-54068;54;54B;54B_NE_2011;121.92;123;532;NA;932;2.5;4032;7.75;35.01;18.2;4.77;16.43;5
2011;NE;NE_2011;DS11-54069;54;54B;54B_NE_2011;111.76;117;532;NA;926;2.5;5214;7.17;33.07;19.6;4.79;18.64;5
2011;NE;NE_2011;DS11-54070;54;54B;54B_NE_2011;111.76;118;532;NA;927;2.5;4793;7.61;33.77;19.9;4.71;18.75;5
2011;NE;NE_2011;DS11-54074;54;54B;54B_NE_2011;132.08;119;532;NA;928;2.5;4504;7.54;32.55;19.88;4.85;16.54;5
2011;NE;NE_2011;DS11-54075;54;54B;54B_NE_2011;106.68;123;532;NA;932;2.5;4231;7.02;33.33;19.48;4.83;16.25;5
2011;NE;NE_2011;DS11-54076;54;54B;54B_NE_2011;124.46;118;532;NA;927;4;3971;7.46;35.38;18.81;4.67;17.23;5
2011;NE;NE_2011;DS11-54077;54;54B;54B_NE_2011;109.22;117;532;NA;926;2.5;4616;7.33;35.32;19.7;4.6;16.05;5
2011;NE;NE_2011;DS11-54078;54;54B;54B_NE_2011;104.14;120;532;NA;929;2.5;4766;7.8;35.65;18.44;4.71;17.09;5
2011;NE;NE_2011;DS11-54079;54;54B;54B_NE_2011;116.84;125;532;NA;934;2;4712;7.22;35.72;18.84;4.64;18.75;5
2011;NE;NE_2011;DS11-54081;54;54B;54B_NE_2011;124.46;119;532;NA;928;3;4765;7.53;32.87;20.06;4.76;18.15;5
2011;NE;NE_2011;DS11-54082;54;54B;54B_NE_2011;109.22;120;532;NA;929;1;5195;7.62;35.71;18.24;4.75;19.99;5
2011;NE;NE_2011;DS11-54084;54;54B;54B_NE_2011;121.92;121;532;NA;930;2.5;4678;8.14;33.96;19.52;4.74;17.92;5
2011;NE;NE_2011;DS11-64059;64;64B;64B_NE_2011;106.68;125;532;NA;934;1.5;4224;6.44;32.5;16.04;5.18;18.92;5
2011;NE;NE_2011;DS11-64060;64;64B;64B_NE_2011;121.92;123;532;NA;932;3;4890;6.31;32.87;18.62;5.01;16.31;5
2011;NE;NE_2011;DS11-64063;64;64B;64B_NE_2011;132.08;124;532;NA;933;3;4095;6.39;32.62;18.5;4.96;18.01;5
2011;NE;NE_2011;DS11-64065;64;64B;64B_NE_2011;106.68;125;532;NA;934;3;4472;6.42;31.83;19.19;4.94;18.69;5
2011;NE;NE_2011;DS11-64069;64;64B;64B_NE_2011;127;124;532;NA;933;2.5;3993;6.33;32.95;17.99;5.06;17.2;5
2011;NE;NE_2011;DS11-64071;64;64B;64B_NE_2011;119.38;126;532;NA;935;1;3855;6.7;34.73;17.2;4.9;17.29;5
2011;NE;NE_2011;DS11-64072;64;64B;64B_NE_2011;111.76;120;532;NA;929;2.5;3619;6.38;35.02;18.18;4.8;18.47;5
2011;NE;NE_2011;DS11-64074;64;64B;64B_NE_2011;124.46;124;532;NA;933;3;4226;6.42;32.77;18.2;5.01;17.46;5
2011;NE;NE_2011;DS11-64077;64;64B;64B_NE_2011;101.6;124;532;NA;933;3.5;4072;6.39;34.64;17.06;4.95;21.71;5
2011;NE;NE_2011;DS11-64078;64;64B;64B_NE_2011;127;121;532;NA;930;2.5;4642;6.37;32.87;18.68;4.97;19.58;5
2011;NE;NE_2011;DS11-64079;64;64B;64B_NE_2011;116.84;124;532;NA;933;2;4217;6.67;34.27;18.17;4.85;17.06;5
2011;NE;NE_2011;DS11-64083;64;64B;64B_NE_2011;114.3;123;532;NA;932;2.5;3016;6.97;34.78;18.17;4.83;17.43;5
2011;NE;NE_2011;DS11-64086;64;64B;64B_NE_2011;111.76;126;532;NA;935;2;4387;6.49;33.81;18.45;4.88;15.51;5
2011;NE;NE_2011;DS11-64089;64;64B;64B_NE_2011;119.38;119;532;NA;928;2.5;4371;6.24;34.25;19.48;4.73;20.36;5
2011;NE;NE_2011;DS11-64090;64;64B;64B_NE_2011;104.14;120;532;NA;929;2;5102;7.06;34.06;19.26;4.79;19.99;5
2011;NE;NE_2011;DS11-64102;64;64B;64B_NE_2011;114.3;120;532;NA;929;3;4367;6.88;33.98;18.45;4.84;19.21;5
2011;NE;NE_2011;DS11-64111;64;64B;64B_NE_2011;106.68;122;532;NA;931;2.5;3696;6.37;34.2;18.82;4.85;14.79;5
2011;NE;NE_2011;DS11-64113;64;64B;64B_NE_2011;129.54;125;532;NA;934;2.5;3277;6.42;34.12;17.28;4.97;18.29;5
2011;NE;NE_2011;DS11-64117;64;64B;64B_NE_2011;132.08;124;532;NA;933;3;3207;6.53;34.57;17.06;4.93;17.55;5
2011;NE;NE_2011;DS11-64120;64;64B;64B_NE_2011;121.92;128;532;NA;937;2.5;3825;6.55;32.88;18.48;4.92;19.38;5
2011;NE;NE_2011;DS11-64122;64;64B;64B_NE_2011;127;126;532;NA;935;1.5;3974;6.28;34.31;18.11;4.93;15.62;5
2011;NE;NE_2011;DS11-64124;64;64B;64B_NE_2011;114.3;126;532;NA;935;2.5;4175;7.2;33.77;18.89;4.8;18.75;5
2011;NE;NE_2011;DS11-64125;64;64B;64B_NE_2011;101.6;121;532;NA;930;2.5;4826;6.42;34.56;18.9;4.75;23.1;5
2011;NE;NE_2011;DS11-64126;64;64B;64B_NE_2011;121.92;126;532;NA;935;1.5;4606;6.67;33.98;17.41;4.92;20.07;5
2011;NE;NE_2011;DS11-64129;64;64B;64B_NE_2011;114.3;125;532;NA;934;1.5;3994;6.2;33.86;18.77;4.85;18.24;5
2011;NE;NE_2011;DS11-64133;64;64B;64B_NE_2011;116.84;120;532;NA;929;1.5;4430;6.53;34.5;19.04;4.74;18.67;5
2011;NE;NE_2011;DS11-64135;64;64B;64B_NE_2011;116.84;120;532;NA;929;2.5;3742;6.41;33.07;19.24;4.87;16.89;5
2011;NE;NE_2011;DS11-64137;64;64B;64B_NE_2011;114.3;126;532;NA;935;3.5;4487;6.16;34.42;17.75;4.92;20.56;5
2011;NE;NE_2011;DS11-64142;64;64B;64B_NE_2011;127;128;532;NA;937;2;3963;6.34;33.11;18.76;4.92;18.78;5
2011;NE;NE_2011;DS11-64164;64;64B;64B_NE_2011;121.92;127;532;NA;936;2;5142;6.39;33.29;17.91;4.95;21.74;5
2011;NE;NE_2011;DS11-64170;64;64B;64B_NE_2011;132.08;125;532;NA;934;2;2881;6.4;34.35;17.37;4.95;16.86;5
2012;NE;NE_2012;DS11-02003;2;2A;2A_NE_2012;124.46;134;510;NA;921;2.5;3124;7.5;34.3;19;4.8;14.3;6
2012;NE;NE_2012;DS11-02005;2;2A;2A_NE_2012;127;136;510;NA;923;3;4714;7.6;34.8;19;4.8;16;6
2012;NE;NE_2012;DS11-02006;2;2A;2A_NE_2012;124.46;132;510;NA;919;2;4457;7.6;33;19;5;15.7;6
2012;NE;NE_2012;DS11-02007;2;2A;2A_NE_2012;127;133;510;NA;920;2;5590;7.9;33.4;19;4.9;16.1;6
2012;NE;NE_2012;DS11-02014;2;2A;2A_NE_2012;127;136;510;NA;923;3;4291;7.6;36.2;17.7;4.8;13.2;6
2012;NE;NE_2012;DS11-02017;2;2A;2A_NE_2012;121.92;131;510;NA;918;2;5190;7.7;36;18.1;4.7;14.2;6
2012;NE;NE_2012;DS11-02019;2;2A;2A_NE_2012;139.7;133;510;NA;920;1.5;4857;7.6;36.3;18.5;4.7;15.6;6
2012;NE;NE_2012;DS11-02022;2;2A;2A_NE_2012;124.46;131;510;NA;918;1.5;5256;7.8;35.4;18.7;4.7;15;6
2012;NE;NE_2012;DS11-02023;2;2A;2A_NE_2012;132.08;132;510;NA;919;2.5;5239;7.7;35.4;17.8;4.9;13.1;6
2012;NE;NE_2012;DS11-02024;2;2A;2A_NE_2012;129.54;132;510;NA;919;2.5;4890;7.6;35.6;18.9;4.7;13.5;6
2012;NE;NE_2012;DS11-02025;2;2A;2A_NE_2012;129.54;135;510;NA;922;3.5;3885;7.9;36.3;18.2;4.7;14.5;6
2012;NE;NE_2012;DS11-02026;2;2A;2A_NE_2012;127;135;510;NA;922;3;4696;7.6;34.2;18.6;4.9;13.5;6
2012;NE;NE_2012;DS11-02027;2;2A;2A_NE_2012;129.54;139;510;NA;926;2.5;4985;7.7;34.6;19;4.8;16.3;6
2012;NE;NE_2012;DS11-02029;2;2A;2A_NE_2012;132.08;134;510;NA;921;2.5;4177;7.7;34.9;18.7;4.8;15.4;6
2012;NE;NE_2012;DS11-02030;2;2A;2A_NE_2012;127;129;510;NA;916;2;5153;7.8;35.4;18.5;4.7;15.7;6
2012;NE;NE_2012;DS11-02031;2;2A;2A_NE_2012;121.92;131;510;NA;918;2;6073;7.8;34.9;18.6;4.8;17.2;6
2012;NE;NE_2012;DS11-02032;2;2A;2A_NE_2012;121.92;133;510;NA;920;2.5;4904;7.7;35.2;18.6;4.8;16.6;6
2012;NE;NE_2012;DS11-02033;2;2A;2A_NE_2012;127;130;510;NA;917;1.5;4653;8.1;34.3;19.1;4.8;14.9;6
2012;NE;NE_2012;DS11-02035;2;2A;2A_NE_2012;121.92;133;510;NA;920;3;4624;8;36.1;18.6;4.7;15.7;6
2012;NE;NE_2012;DS11-02036;2;2A;2A_NE_2012;134.62;136;510;NA;923;2.5;4164;7.6;35.3;18.2;4.8;14.9;6
2012;NE;NE_2012;DS11-02037;2;2A;2A_NE_2012;134.62;138;510;NA;925;3;5005;7.6;34.2;19.3;4.8;17.7;6
2012;NE;NE_2012;DS11-02038;2;2A;2A_NE_2012;127;135;510;NA;922;2.5;4780;7.7;36.8;17.6;4.7;17.5;6
2012;NE;NE_2012;DS11-02042;2;2A;2A_NE_2012;111.76;131;510;NA;918;2.5;4373;7.7;34.5;17.7;4.9;13.6;6
2012;NE;NE_2012;DS11-02043;2;2A;2A_NE_2012;124.46;133;510;NA;920;3;5730;7.8;35.1;18.9;4.7;14.9;6
2012;NE;NE_2012;DS11-02044;2;2A;2A_NE_2012;124.46;134;510;NA;921;2;4893;7.6;35;19.2;4.7;17.9;6
2012;NE;NE_2012;DS11-02047;2;2B;2B_NE_2012;139.7;138;510;NA;925;3.5;4007;7.3;35;17.9;4.9;15.5;6
2012;NE;NE_2012;DS11-02049;2;2B;2B_NE_2012;109.22;131;510;NA;918;1.5;5765;7.7;35.7;18.4;4.7;17.8;6
2012;NE;NE_2012;DS11-02051;2;2B;2B_NE_2012;124.46;138;510;NA;925;3.5;5147;7.8;34.6;18.8;4.8;16.9;6
2012;NE;NE_2012;DS11-02054;2;2B;2B_NE_2012;124.46;138;510;NA;925;4;3427;7.4;34.2;18.6;4.8;16.3;6
2012;NE;NE_2012;DS11-02057;2;2B;2B_NE_2012;124.46;137;510;NA;924;4.5;3467;7.3;33.6;19.4;4.8;14.9;6
2012;NE;NE_2012;DS11-02059;2;2B;2B_NE_2012;134.62;136;510;NA;923;3;4835;8.1;36;18.5;4.7;17.1;6
2012;NE;NE_2012;DS11-02061;2;2B;2B_NE_2012;119.38;136;510;NA;923;2;4455;7.5;34.1;19.4;4.8;14.3;6
2012;NE;NE_2012;DS11-02063;2;2B;2B_NE_2012;127;139;510;NA;926;3.5;5626;7.3;33.3;18.8;4.9;16.5;6
2012;NE;NE_2012;DS11-02064;2;2B;2B_NE_2012;119.38;134;510;NA;921;3;4215;7.4;37.1;17.6;4.7;15.6;6
2012;NE;NE_2012;DS11-02065;2;2B;2B_NE_2012;116.84;137;510;NA;924;1.5;5789;7.3;34.9;18.8;4.8;16.8;6
2012;NE;NE_2012;DS11-02066;2;2B;2B_NE_2012;144.78;136;510;NA;923;2.5;4414;7.5;33.9;18.5;4.9;15.5;6
2012;NE;NE_2012;DS11-02069;2;2B;2B_NE_2012;111.76;136;510;NA;923;3.5;4798;7.9;35.2;19.1;4.7;16.1;6
2012;NE;NE_2012;DS11-02070;2;2B;2B_NE_2012;127;138;510;NA;925;4;4234;7.2;34.8;18.3;4.8;14.7;6
2012;NE;NE_2012;DS11-02071;2;2B;2B_NE_2012;121.92;134;510;NA;921;3.5;3574;7.5;35.2;19;4.7;14.8;6
2012;NE;NE_2012;DS11-02078;2;2B;2B_NE_2012;132.08;136;510;NA;923;2.5;5771;7.2;34.4;18.7;4.8;15.3;6
2012;NE;NE_2012;DS11-02080;2;2B;2B_NE_2012;127;138;510;NA;925;2;4478;7.3;34.6;18.9;4.8;14.2;6
2012;NE;NE_2012;DS11-02086;2;2B;2B_NE_2012;114.3;137;510;NA;924;1.5;5510;7.4;34.8;19.4;4.7;17.2;6
2012;NE;NE_2012;DS11-02089;2;2B;2B_NE_2012;127;134;510;NA;921;2.5;6398;7.4;34.8;18.2;4.8;16.2;6
2012;NE;NE_2012;DS11-03003;3;3A;3A_NE_2012;132.08;134;510;NA;921;2;6361;7.8;34.9;19;4.7;17.3;6
2012;NE;NE_2012;DS11-03004;3;3A;3A_NE_2012;127;136;510;NA;923;2.5;4690;7.6;36;18.3;4.7;17.1;6
2012;NE;NE_2012;DS11-03005;3;3A;3A_NE_2012;129.54;136;510;NA;923;2.5;5549;7.8;33.7;20;4.7;18.8;6
2012;NE;NE_2012;DS11-03006;3;3A;3A_NE_2012;119.38;128;510;NA;915;2;5325;7.9;34.3;19.3;4.8;15.5;6
2012;NE;NE_2012;DS11-03007;3;3A;3A_NE_2012;109.22;135;510;NA;922;2;5848;7.8;33.8;18.8;4.9;15.3;6
2012;NE;NE_2012;DS11-03008;3;3A;3A_NE_2012;127;133;510;NA;920;2;5826;7.8;35.4;18.7;4.7;14.8;6
2012;NE;NE_2012;DS11-03009;3;3A;3A_NE_2012;104.14;137;510;NA;924;2.5;4348;7.8;34.7;18.5;4.8;15.6;6
2012;NE;NE_2012;DS11-03010;3;3A;3A_NE_2012;111.76;128;510;NA;915;1.5;6209;7.6;33.1;18.5;5;15.4;6
2012;NE;NE_2012;DS11-03011;3;3A;3A_NE_2012;111.76;131;510;NA;918;1;5178;7.8;34.2;18.9;4.8;14.5;6
2012;NE;NE_2012;DS11-03012;3;3A;3A_NE_2012;129.54;134;510;NA;921;2;5636;7.7;35.1;18.9;4.7;15.2;6
2012;NE;NE_2012;DS11-03013;3;3A;3A_NE_2012;119.38;134;510;NA;921;2;4474;7.8;34.4;19.3;4.8;14.5;6
2012;NE;NE_2012;DS11-03014;3;3A;3A_NE_2012;119.38;134;510;NA;921;1.5;5618;7.9;34.7;18.8;4.8;15.7;6
2012;NE;NE_2012;DS11-03015;3;3A;3A_NE_2012;129.54;133;510;NA;920;2.5;5186;7.7;33.7;19.2;4.8;17;6
2012;NE;NE_2012;DS11-03016;3;3A;3A_NE_2012;119.38;128;510;NA;915;2;5166;7.6;34.4;19.1;4.8;16.4;6
2012;NE;NE_2012;DS11-03017;3;3A;3A_NE_2012;114.3;131;510;NA;918;1;6064;7.9;33.7;19;4.9;15.7;6
2012;NE;NE_2012;DS11-03018;3;3A;3A_NE_2012;111.76;127;510;NA;914;1;4150;7.9;33;19.5;4.9;16.6;6
2012;NE;NE_2012;DS11-03019;3;3A;3A_NE_2012;121.92;132;510;NA;919;2;5132;7.7;33.8;18.9;4.9;14.4;6
2012;NE;NE_2012;DS11-03020;3;3A;3A_NE_2012;109.22;136;510;NA;923;2.5;5926;7.8;34.4;18.8;4.8;14.8;6
2012;NE;NE_2012;DS11-03021;3;3A;3A_NE_2012;121.92;132;510;NA;919;1.5;5174;8.1;33.1;19.6;4.8;15.6;6
2012;NE;NE_2012;DS11-03022;3;3A;3A_NE_2012;121.92;130;510;NA;917;3;4758;7.5;31.8;20.4;4.9;14.7;6
2012;NE;NE_2012;DS11-03023;3;3A;3A_NE_2012;116.84;133;510;NA;920;2.5;5606;7.6;32.6;19.7;4.9;15.9;6
2012;NE;NE_2012;DS11-03024;3;3A;3A_NE_2012;119.38;131;510;NA;918;3.5;4484;7.9;35.3;18.4;4.8;15.3;6
2012;NE;NE_2012;DS11-03025;3;3A;3A_NE_2012;114.3;136;510;NA;923;2.5;4527;7.7;34.2;18.6;4.9;16.7;6
2012;NE;NE_2012;DS11-03026;3;3A;3A_NE_2012;119.38;132;510;NA;919;2;5142;8.1;34.6;18.8;4.8;16.4;6
2012;NE;NE_2012;DS11-03027;3;3A;3A_NE_2012;129.54;132;510;NA;919;2;4844;8.6;34.6;18.9;4.8;16.8;6
2012;NE;NE_2012;DS11-03029;3;3A;3A_NE_2012;132.08;137;510;NA;924;4;4496;7.8;34.9;18.9;4.7;15.3;6
2012;NE;NE_2012;DS11-03030;3;3A;3A_NE_2012;132.08;127;510;NA;914;1.5;5155;7.8;34;19.5;4.8;16.8;6
2012;NE;NE_2012;DS11-03031;3;3A;3A_NE_2012;116.84;136;510;NA;923;1.5;6182;7.6;33.3;19.3;4.9;17.1;6
2012;NE;NE_2012;DS11-03034;3;3A;3A_NE_2012;114.3;131;510;NA;918;1;4924;7.7;32.4;20;4.9;17.6;6
2012;NE;NE_2012;DS11-03036;3;3A;3A_NE_2012;129.54;135;510;NA;922;2.5;5739;7.8;33.9;19.3;4.8;14.9;6
2012;NE;NE_2012;DS11-03037;3;3A;3A_NE_2012;124.46;137;510;NA;924;2;5590;7.8;34.1;18.7;4.8;15.8;6
2012;NE;NE_2012;DS11-03038;3;3A;3A_NE_2012;111.76;132;510;NA;919;1.5;5203;7.7;34.2;19.4;4.8;15.2;6
2012;NE;NE_2012;DS11-03039;3;3A;3A_NE_2012;127;133;510;NA;920;2;6312;7.6;33.9;19.8;4.7;15.4;6
2012;NE;NE_2012;DS11-03041;3;3B;3B_NE_2012;121.92;133;510;NA;920;2;5172;7.4;34.1;18.7;4.9;14.9;6
2012;NE;NE_2012;DS11-03044;3;3B;3B_NE_2012;129.54;133;510;NA;920;3;4880;7.2;33.3;19.4;4.8;17.6;6
2012;NE;NE_2012;DS11-03045;3;3B;3B_NE_2012;124.46;130;510;NA;917;3;4642;7.6;36;17.8;4.8;11.9;6
2012;NE;NE_2012;DS11-03047;3;3B;3B_NE_2012;127;134;510;NA;921;2.5;4884;7.5;35.7;18;4.8;14.3;6
2012;NE;NE_2012;DS11-03048;3;3B;3B_NE_2012;129.54;134;510;NA;921;4;3677;7.2;35.3;18.7;4.8;13.9;6
2012;NE;NE_2012;DS11-03050;3;3B;3B_NE_2012;114.3;135;510;NA;922;1.5;6050;7.4;35.8;18.1;4.7;16.4;6
2012;NE;NE_2012;DS11-03055;3;3B;3B_NE_2012;116.84;132;510;NA;919;1;5708;7.8;33.4;19.5;4.8;17.3;6
2012;NE;NE_2012;DS11-03057;3;3B;3B_NE_2012;109.22;131;510;NA;918;2;5123;7.6;33.4;18.9;4.9;18.1;6
2012;NE;NE_2012;DS11-03058;3;3B;3B_NE_2012;129.54;132;510;NA;919;1.5;5630;7.2;35;18.8;4.8;13.5;6
2012;NE;NE_2012;DS11-03059;3;3B;3B_NE_2012;132.08;130;510;NA;917;1.5;5250;7.6;33.5;19.7;4.8;14.4;6
