year;location;environ;strain;family;set;spot;height;R8;planting;flower;maturity;lodging;yield;moisture;protein;oil;fiber;size;EID
2012;IA;IA_2012;DS11-02003;2;2A;2A_IA_2012;NA;NA;520;NA;NA;NA;2265;7.4;32.85;19.78;4.82;14.59;1
2012;IA;IA_2012;DS11-02005;2;2A;2A_IA_2012;NA;NA;520;NA;NA;NA;2835;7.34;32.61;19.3;4.89;15.15;1
2012;IA;IA_2012;DS11-02006;2;2A;2A_IA_2012;NA;NA;520;NA;NA;NA;2433;7.28;31.09;20.1;4.94;14.8;1
2012;IA;IA_2012;DS11-02007;2;2A;2A_IA_2012;NA;NA;520;NA;NA;NA;2769;8.33;32.54;19.71;4.85;14.33;1
2012;IA;IA_2012;DS11-02014;2;2A;2A_IA_2012;NA;NA;520;NA;NA;NA;2969;7.35;32.75;19.5;4.86;14.68;1
2012;IA;IA_2012;DS11-02017;2;2A;2A_IA_2012;NA;NA;520;NA;NA;NA;2310;7.2;33.49;19.33;4.79;15.38;1
2012;IA;IA_2012;DS11-02019;2;2A;2A_IA_2012;NA;NA;520;NA;NA;NA;2859;7.85;32.47;20.17;4.83;14.83;1
2012;IA;IA_2012;DS11-02022;2;2A;2A_IA_2012;NA;NA;520;NA;NA;NA;2556;7.25;32.56;19.93;4.81;15.56;1
2012;IA;IA_2012;DS11-02023;2;2A;2A_IA_2012;NA;NA;520;NA;NA;NA;2543;7.44;32.88;19.21;4.92;12.57;1
2012;IA;IA_2012;DS11-02024;2;2A;2A_IA_2012;NA;NA;520;NA;NA;NA;1693;7.01;34.01;19.57;4.76;14.03;1
2012;IA;IA_2012;DS11-02025;2;2A;2A_IA_2012;NA;NA;520;NA;NA;NA;1790;7.2;33.11;19.24;4.87;13.36;1
2012;IA;IA_2012;DS11-02026;2;2A;2A_IA_2012;NA;NA;520;NA;NA;NA;1941;7.34;31.29;20.28;4.91;13.56;1
2012;IA;IA_2012;DS11-02027;2;2A;2A_IA_2012;NA;NA;520;NA;NA;NA;2604;7.36;32.16;20.31;4.81;16.03;1
2012;IA;IA_2012;DS11-02029;2;2A;2A_IA_2012;NA;NA;520;NA;NA;NA;2199;7.54;33.63;19.8;4.75;15.65;1
2012;IA;IA_2012;DS11-02030;2;2A;2A_IA_2012;NA;NA;520;NA;NA;NA;1859;7.32;33.34;19.5;4.82;12.98;1
2012;IA;IA_2012;DS11-02031;2;2A;2A_IA_2012;NA;NA;520;NA;NA;NA;3104;7.42;33.18;19.36;4.87;16.29;1
2012;IA;IA_2012;DS11-02032;2;2A;2A_IA_2012;NA;NA;520;NA;NA;NA;2499;7.27;33.69;19.71;4.79;15.62;1
2012;IA;IA_2012;DS11-02033;2;2A;2A_IA_2012;NA;NA;520;NA;NA;NA;2217;7.29;32.27;20.46;4.81;14.74;1
2012;IA;IA_2012;DS11-02035;2;2A;2A_IA_2012;NA;NA;520;NA;NA;NA;2070;7.75;33.3;19.97;4.79;13.98;1
2012;IA;IA_2012;DS11-02036;2;2A;2A_IA_2012;NA;NA;520;NA;NA;NA;2344;7.15;31.7;19.19;5.01;13.24;1
2012;IA;IA_2012;DS11-02037;2;2A;2A_IA_2012;NA;NA;520;NA;NA;NA;2653;7.18;31.96;20.28;4.86;15.3;1
2012;IA;IA_2012;DS11-02038;2;2A;2A_IA_2012;NA;NA;520;NA;NA;NA;2570;7.28;34.01;19;4.82;16.06;1
2012;IA;IA_2012;DS11-02042;2;2A;2A_IA_2012;NA;NA;520;NA;NA;NA;2294;6.99;32.39;19.69;4.86;17.7;1
2012;IA;IA_2012;DS11-02043;2;2A;2A_IA_2012;NA;NA;520;NA;NA;NA;2559;7.64;32.75;20.05;4.82;14.44;1
2012;IA;IA_2012;DS11-02044;2;2A;2A_IA_2012;NA;NA;520;NA;NA;NA;2982;8;32.46;20.6;4.77;17.41;1
2012;IA;IA_2012;DS11-02047;2;2B;2B_IA_2012;NA;NA;520;NA;NA;NA;2508;7.44;33.34;19.19;4.88;13.92;1
2012;IA;IA_2012;DS11-02049;2;2B;2B_IA_2012;NA;NA;520;NA;NA;NA;2861;8;33.38;18.93;4.86;16.27;1
2012;IA;IA_2012;DS11-02051;2;2B;2B_IA_2012;NA;NA;520;NA;NA;NA;2996;7.41;32.88;19.36;4.86;16.06;1
2012;IA;IA_2012;DS11-02054;2;2B;2B_IA_2012;NA;NA;520;NA;NA;NA;2455;8.25;32.78;18.95;4.93;15.27;1
2012;IA;IA_2012;DS11-02057;2;2B;2B_IA_2012;NA;NA;520;NA;NA;NA;3023;8;33;19.54;4.82;14.91;1
2012;IA;IA_2012;DS11-02059;2;2B;2B_IA_2012;NA;NA;520;NA;NA;NA;3051;8.34;34.01;19.31;4.77;15.12;1
2012;IA;IA_2012;DS11-02061;2;2B;2B_IA_2012;NA;NA;520;NA;NA;NA;3046;7.98;31.69;19.9;4.94;13.95;1
2012;IA;IA_2012;DS11-02063;2;2B;2B_IA_2012;NA;NA;520;NA;NA;NA;3004;8.63;32.57;19.29;4.87;14.74;1
2012;IA;IA_2012;DS11-02064;2;2B;2B_IA_2012;NA;NA;520;NA;NA;NA;2521;8.05;35.52;18.85;4.69;14.5;1
2012;IA;IA_2012;DS11-02065;2;2B;2B_IA_2012;NA;NA;520;NA;NA;NA;2903;7.72;32.7;20.1;4.84;15.38;1
2012;IA;IA_2012;DS11-02066;2;2B;2B_IA_2012;NA;NA;520;NA;NA;NA;2496;7.36;33.35;19.11;4.87;12.71;1
2012;IA;IA_2012;DS11-02069;2;2B;2B_IA_2012;NA;NA;520;NA;NA;NA;3219;7.68;32.93;20.25;4.8;15.74;1
2012;IA;IA_2012;DS11-02070;2;2B;2B_IA_2012;NA;NA;520;NA;NA;NA;2958;7.44;33.43;17.84;4.96;14.36;1
2012;IA;IA_2012;DS11-02071;2;2B;2B_IA_2012;NA;NA;520;NA;NA;NA;2816;7.28;30.97;21.06;4.84;14.24;1
2012;IA;IA_2012;DS11-02078;2;2B;2B_IA_2012;NA;NA;520;NA;NA;NA;2777;8.03;31.96;19.64;4.94;13.48;1
2012;IA;IA_2012;DS11-02080;2;2B;2B_IA_2012;NA;NA;520;NA;NA;NA;2602;8.2;32.7;19.46;4.88;12.65;1
2012;IA;IA_2012;DS11-02086;2;2B;2B_IA_2012;NA;NA;520;NA;NA;NA;2787;9.01;31.71;20.81;4.85;15.44;1
2012;IA;IA_2012;DS11-02089;2;2B;2B_IA_2012;NA;NA;520;NA;NA;NA;3251;7.44;33.48;18.83;4.88;15.59;1
2012;IA;IA_2012;DS11-03003;3;3A;3A_IA_2012;NA;NA;521;NA;NA;NA;3760;8.34;33.44;19.04;4.86;15.59;1
2012;IA;IA_2012;DS11-03004;3;3A;3A_IA_2012;NA;NA;521;NA;NA;NA;3412;7.87;33.31;19.17;4.84;17.26;1
2012;IA;IA_2012;DS11-03005;3;3A;3A_IA_2012;NA;NA;521;NA;NA;NA;4328;8.57;32.07;19.85;4.9;19.79;1
2012;IA;IA_2012;DS11-03006;3;3A;3A_IA_2012;NA;NA;521;NA;NA;NA;3556;7.6;34.64;18.79;4.73;16.44;1
2012;IA;IA_2012;DS11-03007;3;3A;3A_IA_2012;NA;NA;521;NA;NA;NA;4504;7.65;33.23;18.49;4.88;15.8;1
2012;IA;IA_2012;DS11-03008;3;3A;3A_IA_2012;NA;NA;521;NA;NA;NA;3588;7.43;33.3;19.11;4.87;13.95;1
2012;IA;IA_2012;DS11-03009;3;3A;3A_IA_2012;NA;NA;521;NA;NA;NA;3867;7.54;33.11;18.96;4.86;14.86;1
2012;IA;IA_2012;DS11-03010;3;3A;3A_IA_2012;NA;NA;521;NA;NA;NA;3789;7.59;32.56;19.33;4.87;15.91;1
2012;IA;IA_2012;DS11-03011;3;3A;3A_IA_2012;NA;NA;521;NA;NA;NA;3661;7.64;34.37;18.48;4.78;14.77;1
2012;IA;IA_2012;DS11-03012;3;3A;3A_IA_2012;NA;NA;521;NA;NA;NA;3812;7.81;33.57;19.05;4.84;15.44;1
2012;IA;IA_2012;DS11-03013;3;3A;3A_IA_2012;NA;NA;521;NA;NA;NA;3479;7.56;33.53;19.18;4.78;14.56;1
2012;IA;IA_2012;DS11-03014;3;3A;3A_IA_2012;NA;NA;521;NA;NA;NA;3217;7.96;33.46;18.54;4.9;14.42;1
2012;IA;IA_2012;DS11-03015;3;3A;3A_IA_2012;NA;NA;521;NA;NA;NA;3853;7.47;33.65;18.6;4.84;18.29;1
2012;IA;IA_2012;DS11-03016;3;3A;3A_IA_2012;NA;NA;521;NA;NA;NA;3804;10.04;33.58;18.92;4.85;16.94;1
2012;IA;IA_2012;DS11-03017;3;3A;3A_IA_2012;NA;NA;521;NA;NA;NA;3675;7.49;32.43;19.27;4.88;15.68;1
2012;IA;IA_2012;DS11-03018;3;3A;3A_IA_2012;NA;NA;521;NA;NA;NA;3784;7.49;31.88;19.46;4.91;16.88;1
2012;IA;IA_2012;DS11-03019;3;3A;3A_IA_2012;NA;NA;521;NA;NA;NA;3523;9.67;33.26;18.88;4.88;15.62;1
2012;IA;IA_2012;DS11-03020;3;3A;3A_IA_2012;NA;NA;521;NA;NA;NA;4085;10.11;32.9;18.9;4.92;14.09;1
2012;IA;IA_2012;DS11-03021;3;3A;3A_IA_2012;NA;NA;521;NA;NA;NA;3483;8.14;32.5;19.22;4.9;15.27;1
2012;IA;IA_2012;DS11-03022;3;3A;3A_IA_2012;NA;NA;521;NA;NA;NA;4043;7.38;31.23;20.19;4.9;16.47;1
2012;IA;IA_2012;DS11-03023;3;3A;3A_IA_2012;NA;NA;521;NA;NA;NA;4107;7.83;31.58;19.91;4.91;15.85;1
2012;IA;IA_2012;DS11-03024;3;3A;3A_IA_2012;NA;NA;521;NA;NA;NA;3370;7.41;33.19;18.95;4.88;16.15;1
2012;IA;IA_2012;DS11-03025;3;3A;3A_IA_2012;NA;NA;521;NA;NA;NA;3920;8.02;32.58;18.69;4.98;18.23;1
2012;IA;IA_2012;DS11-03026;3;3A;3A_IA_2012;NA;NA;521;NA;NA;NA;3965;7.52;32.92;19.17;4.87;17.41;1
2012;IA;IA_2012;DS11-03027;3;3A;3A_IA_2012;NA;NA;521;NA;NA;NA;4251;7.46;32.87;19.3;4.84;17.29;1
2012;IA;IA_2012;DS11-03029;3;3A;3A_IA_2012;NA;NA;521;NA;NA;NA;3906;7.48;33.64;18.77;4.83;15;1
2012;IA;IA_2012;DS11-03030;3;3A;3A_IA_2012;NA;NA;521;NA;NA;NA;3913;8.52;32.81;19.42;4.88;17.26;1
2012;IA;IA_2012;DS11-03031;3;3A;3A_IA_2012;NA;NA;521;NA;NA;NA;3799;7.41;31.65;19.36;4.95;16.32;1
2012;IA;IA_2012;DS11-03034;3;3A;3A_IA_2012;NA;NA;521;NA;NA;NA;3586;8.13;31.65;19.63;4.94;18.06;1
2012;IA;IA_2012;DS11-03036;3;3A;3A_IA_2012;NA;NA;521;NA;NA;NA;3368;7.35;32.4;19.12;4.91;15.41;1
2012;IA;IA_2012;DS11-03037;3;3A;3A_IA_2012;NA;NA;521;NA;NA;NA;3971;7.37;32.53;18.76;4.93;16.18;1
2012;IA;IA_2012;DS11-03038;3;3A;3A_IA_2012;NA;NA;521;NA;NA;NA;3228;7.8;33.15;19.92;4.79;14.8;1
2012;IA;IA_2012;DS11-03039;3;3A;3A_IA_2012;NA;NA;521;NA;NA;NA;3463;7.34;33.21;19.83;4.77;15.94;1
2012;IA;IA_2012;DS11-03041;3;3B;3B_IA_2012;NA;NA;521;NA;NA;NA;3022;7.9;33.14;19.03;4.86;14.68;1
2012;IA;IA_2012;DS11-03044;3;3B;3B_IA_2012;NA;NA;521;NA;NA;NA;3308;7.6;31.11;19.86;4.95;16.79;1
2012;IA;IA_2012;DS11-03045;3;3B;3B_IA_2012;NA;NA;521;NA;NA;NA;3471;7.36;33.04;18.88;4.88;13.3;1
2012;IA;IA_2012;DS11-03047;3;3B;3B_IA_2012;NA;NA;521;NA;NA;NA;3576;7.43;32.73;18.44;4.98;14.56;1
2012;IA;IA_2012;DS11-03048;3;3B;3B_IA_2012;NA;NA;521;NA;NA;NA;3123;8.86;31.82;19.76;4.93;14.94;1
2012;IA;IA_2012;DS11-03050;3;3B;3B_IA_2012;NA;NA;521;NA;NA;NA;2677;7.33;34.43;18.48;4.81;14.83;1
2012;IA;IA_2012;DS11-03055;3;3B;3B_IA_2012;NA;NA;521;NA;NA;NA;3662;7.04;32.73;19.22;4.88;17.76;1
2012;IA;IA_2012;DS11-03057;3;3B;3B_IA_2012;NA;NA;521;NA;NA;NA;3488;7.3;30.52;20.39;4.92;16.88;1
2012;IA;IA_2012;DS11-03058;3;3B;3B_IA_2012;NA;NA;521;NA;NA;NA;3293;7.86;32.23;19.75;4.89;13.09;1
2012;IA;IA_2012;DS11-03059;3;3B;3B_IA_2012;NA;NA;521;NA;NA;NA;3273;9.37;31.13;20.31;4.96;14.53;1
2012;IA;IA_2012;DS11-03064;3;3B;3B_IA_2012;NA;NA;521;NA;NA;NA;3691;7.26;32.93;18.66;4.93;17.47;1
2012;IA;IA_2012;DS11-03065;3;3B;3B_IA_2012;NA;NA;521;NA;NA;NA;3581;8.13;32.48;20.15;4.81;13.68;1
2012;IA;IA_2012;DS11-03066;3;3B;3B_IA_2012;NA;NA;521;NA;NA;NA;3455;7.22;33.27;18.78;4.88;15.77;1
2012;IA;IA_2012;DS11-03067;3;3B;3B_IA_2012;NA;NA;521;NA;NA;NA;3254;7.79;32.23;19.96;4.85;14.62;1
2012;IA;IA_2012;DS11-03070;3;3B;3B_IA_2012;NA;NA;521;NA;NA;NA;3595;7.68;31.53;19.02;5.01;15.62;1
2012;IA;IA_2012;DS11-03071;3;3B;3B_IA_2012;NA;NA;521;NA;NA;NA;3538;6.95;32.14;20.33;4.81;15.97;1
2012;IA;IA_2012;DS11-03072;3;3B;3B_IA_2012;NA;NA;521;NA;NA;NA;3579;7.84;32.69;19.2;4.86;17.85;1
2012;IA;IA_2012;DS11-03074;3;3B;3B_IA_2012;NA;NA;521;NA;NA;NA;3701;7.2;32.36;18.92;4.94;14.42;1
2012;IA;IA_2012;DS11-03075;3;3B;3B_IA_2012;NA;NA;521;NA;NA;NA;3782;8.06;31.65;20.2;4.88;16.71;1
2012;IA;IA_2012;DS11-03076;3;3B;3B_IA_2012;NA;NA;521;NA;NA;NA;2325;6.81;31.71;19.79;4.89;14.5;1
2012;IA;IA_2012;DS11-03077;3;3B;3B_IA_2012;NA;NA;521;NA;NA;NA;3228;7.94;33.92;18.57;4.8;15.65;1
2012;IA;IA_2012;DS11-03078;3;3B;3B_IA_2012;NA;NA;521;NA;NA;NA;3225;7.64;32.23;19.31;4.93;16.62;1
2012;IA;IA_2012;DS11-03079;3;3B;3B_IA_2012;NA;NA;521;NA;NA;NA;3485;7.49;32.59;18.43;4.95;14.97;1
2012;IA;IA_2012;DS11-03080;3;3B;3B_IA_2012;NA;NA;521;NA;NA;NA;3262;7.3;31.79;19.58;4.92;15.74;1
2012;IA;IA_2012;DS11-03081;3;3B;3B_IA_2012;NA;NA;521;NA;NA;NA;2941;8.76;33.26;19.27;4.84;13.95;1
2012;IA;IA_2012;DS11-03082;3;3B;3B_IA_2012;NA;NA;521;NA;NA;NA;3860;9.25;33.1;19.52;4.82;16.56;1
2012;IA;IA_2012;DS11-03083;3;3B;3B_IA_2012;NA;NA;521;NA;NA;NA;3658;8.26;32.18;20.12;4.79;17.26;1
2012;IA;IA_2012;DS11-03084;3;3B;3B_IA_2012;NA;NA;521;NA;NA;NA;3733;8.6;33.64;19.4;4.78;17.79;1
2012;IA;IA_2012;DS11-03085;3;3B;3B_IA_2012;NA;NA;521;NA;NA;NA;3163;8.93;32.36;19.82;4.85;15.8;1
2012;IA;IA_2012;DS11-03086;3;3B;3B_IA_2012;NA;NA;521;NA;NA;NA;3834;7.58;32.37;19.53;4.89;15.12;1
2012;IA;IA_2012;DS11-03088;3;3B;3B_IA_2012;NA;NA;521;NA;NA;NA;4358;7.53;32.11;20.1;4.86;18.97;1
2012;IA;IA_2012;DS11-03089;3;3B;3B_IA_2012;NA;NA;521;NA;NA;NA;3926;7.18;32.1;19.6;4.87;21.34;1
2012;IA;IA_2012;DS11-04002;4;4A;4A_IA_2012;NA;NA;521;NA;NA;NA;3034;6.81;32.76;18.82;4.9;14.18;1
2012;IA;IA_2012;DS11-04003;4;4A;4A_IA_2012;NA;NA;521;NA;NA;NA;2533;7.41;33.19;18.88;4.89;15.03;1
2012;IA;IA_2012;DS11-04006;4;4A;4A_IA_2012;NA;NA;521;NA;NA;NA;2312;7.04;31.45;19.81;4.91;15.56;1
2012;IA;IA_2012;DS11-04007;4;4A;4A_IA_2012;NA;NA;521;NA;NA;NA;2978;8;33.05;19.37;4.85;15.09;1
2012;IA;IA_2012;DS11-04008;4;4A;4A_IA_2012;NA;NA;521;NA;NA;NA;2688;7.18;32.34;19.4;4.89;14.56;1
2012;IA;IA_2012;DS11-04009;4;4A;4A_IA_2012;NA;NA;521;NA;NA;NA;1792;7.12;34.35;18.79;4.8;14.83;1
2012;IA;IA_2012;DS11-04010;4;4A;4A_IA_2012;NA;NA;521;NA;NA;NA;2937;7.17;32.42;19.97;4.82;16.27;1
2012;IA;IA_2012;DS11-04012;4;4A;4A_IA_2012;NA;NA;521;NA;NA;NA;2961;7.42;33.09;19.17;4.83;16.06;1
2012;IA;IA_2012;DS11-04013;4;4A;4A_IA_2012;NA;NA;521;NA;NA;NA;3122;7.79;33.31;18.89;4.9;14.18;1
2012;IA;IA_2012;DS11-04015;4;4A;4A_IA_2012;NA;NA;521;NA;NA;NA;2571;7.36;33.94;18.19;4.9;14.39;1
2012;IA;IA_2012;DS11-04016;4;4A;4A_IA_2012;NA;NA;521;NA;NA;NA;3024;7.9;31.42;19.78;4.93;16.41;1
2012;IA;IA_2012;DS11-04017;4;4A;4A_IA_2012;NA;NA;521;NA;NA;NA;2805;9.35;32.75;19.82;4.81;15.47;1
2012;IA;IA_2012;DS11-04023;4;4A;4A_IA_2012;NA;NA;521;NA;NA;NA;2628;7.47;31.38;19.93;4.94;16.79;1
2012;IA;IA_2012;DS11-04027;4;4A;4A_IA_2012;NA;NA;521;NA;NA;NA;1692;7.51;32.07;19.48;4.91;12.71;1
2012;IA;IA_2012;DS11-04028;4;4A;4A_IA_2012;NA;NA;521;NA;NA;NA;2977;7.38;33.01;19.33;4.87;16.79;1
2012;IA;IA_2012;DS11-04029;4;4A;4A_IA_2012;NA;NA;521;NA;NA;NA;2493;9.13;32.4;19.46;4.91;13.62;1
2012;IA;IA_2012;DS11-04030;4;4A;4A_IA_2012;NA;NA;521;NA;NA;NA;3003;7.73;32.69;19.15;4.9;13.98;1
2012;IA;IA_2012;DS11-04032;4;4A;4A_IA_2012;NA;NA;521;NA;NA;NA;2506;8.04;33.05;19.04;4.89;13.98;1
2012;IA;IA_2012;DS11-04033;4;4A;4A_IA_2012;NA;NA;521;NA;NA;NA;3404;6.92;32.12;19.87;4.84;19.52;1
2012;IA;IA_2012;DS11-04035;4;4A;4A_IA_2012;NA;NA;521;NA;NA;NA;3060;9.22;32.86;19.27;4.87;16.59;1
2012;IA;IA_2012;DS11-04036;4;4A;4A_IA_2012;NA;NA;521;NA;NA;NA;3212;7.1;31.46;19.03;5.01;15.24;1
2012;IA;IA_2012;DS11-04037;4;4A;4A_IA_2012;NA;NA;521;NA;NA;NA;2922;7.86;32.56;19.38;4.88;13.86;1
2012;IA;IA_2012;DS11-04039;4;4A;4A_IA_2012;NA;NA;521;NA;NA;NA;2807;7.76;32.01;19.81;4.91;15.33;1
2012;IA;IA_2012;DS11-04040;4;4A;4A_IA_2012;NA;NA;521;NA;NA;NA;2832;7.96;32.86;19.49;4.86;16.59;1
2012;IA;IA_2012;DS11-04041;4;4A;4A_IA_2012;NA;NA;521;NA;NA;NA;3090;7.47;32.54;18.32;4.98;15.85;1
2012;IA;IA_2012;DS11-04043;4;4A;4A_IA_2012;NA;NA;521;NA;NA;NA;2729;7.9;33.88;18.46;4.89;13.36;1
2012;IA;IA_2012;DS11-04044;4;4A;4A_IA_2012;NA;NA;521;NA;NA;NA;2997;6.82;32.92;18.95;4.88;15.18;1
2012;IA;IA_2012;DS11-04045;4;4A;4A_IA_2012;NA;NA;521;NA;NA;NA;3108;8.03;33.12;19.03;4.88;15.33;1
2012;IA;IA_2012;DS11-04047;4;4A;4A_IA_2012;NA;NA;521;NA;NA;NA;3048;7.45;32.44;18.96;4.93;15.09;1
2012;IA;IA_2012;DS11-04048;4;4A;4A_IA_2012;NA;NA;521;NA;NA;NA;2861;7.53;32.11;19.29;4.93;14.8;1
2012;IA;IA_2012;DS11-04049;4;4A;4A_IA_2012;NA;NA;521;NA;NA;NA;2863;7.03;31.58;19.56;4.92;18.5;1
2012;IA;IA_2012;DS11-04050;4;4A;4A_IA_2012;NA;NA;521;NA;NA;NA;3146;7.89;33.31;18.6;4.92;16.24;1
2012;IA;IA_2012;DS11-04051;4;4A;4A_IA_2012;NA;NA;521;NA;NA;NA;1781;7.13;32.82;19.28;4.87;13.15;1
2012;IA;IA_2012;DS11-04053;4;4A;4A_IA_2012;NA;NA;521;NA;NA;NA;2483;6.87;31.28;19.57;4.95;19.64;1
2012;IA;IA_2012;DS11-04054;4;4B;4B_IA_2012;NA;NA;522;NA;NA;NA;3735;7.74;33.53;18.91;4.85;17.23;1
2012;IA;IA_2012;DS11-04055;4;4B;4B_IA_2012;NA;NA;522;NA;NA;NA;3358;7.36;32.47;19.7;4.86;18.58;1
2012;IA;IA_2012;DS11-04056;4;4B;4B_IA_2012;NA;NA;522;NA;NA;NA;3939;7.38;32.87;18.84;4.9;17.29;1
2012;IA;IA_2012;DS11-04058;4;4B;4B_IA_2012;NA;NA;522;NA;NA;NA;3550;7.83;30.4;20.09;5;15.97;1
2012;IA;IA_2012;DS11-04059;4;4B;4B_IA_2012;NA;NA;522;NA;NA;NA;3512;7.58;32.7;19.67;4.8;14.36;1
2012;IA;IA_2012;DS11-04060;4;4B;4B_IA_2012;NA;NA;522;NA;NA;NA;3587;7.34;33.19;17.85;4.97;17.15;1
2012;IA;IA_2012;DS11-04061;4;4B;4B_IA_2012;NA;NA;522;NA;NA;NA;3587;7.62;32.67;19.5;4.85;16.56;1
2012;IA;IA_2012;DS11-04062;4;4B;4B_IA_2012;NA;NA;522;NA;NA;NA;3099;7.97;31.76;19.63;4.92;14.39;1
2012;IA;IA_2012;DS11-04063;4;4B;4B_IA_2012;NA;NA;522;NA;NA;NA;3399;8.38;31.04;19.83;4.96;15.41;1
2012;IA;IA_2012;DS11-04064;4;4B;4B_IA_2012;NA;NA;522;NA;NA;NA;3605;8.56;32.33;19.65;4.87;16.79;1
2012;IA;IA_2012;DS11-04068;4;4B;4B_IA_2012;NA;NA;522;NA;NA;NA;3117;7.5;32.74;18.31;4.99;13.53;1
2012;IA;IA_2012;DS11-04069;4;4B;4B_IA_2012;NA;NA;522;NA;NA;NA;3220;8.11;31.02;20.32;4.92;15.06;1
2012;IA;IA_2012;DS11-04072;4;4B;4B_IA_2012;NA;NA;522;NA;NA;NA;2668;7.5;32.75;18.96;4.9;15.77;1
2012;IA;IA_2012;DS11-04073;4;4B;4B_IA_2012;NA;NA;522;NA;NA;NA;3387;9.79;32.15;20.02;4.87;15.91;1
2012;IA;IA_2012;DS11-04074;4;4B;4B_IA_2012;NA;NA;522;NA;NA;NA;3604;8.43;32.71;19.26;4.89;16.38;1
2012;IA;IA_2012;DS11-04075;4;4B;4B_IA_2012;NA;NA;522;NA;NA;NA;3651;7.29;31.06;19.07;5.04;15.47;1
2012;IA;IA_2012;DS11-04078;4;4B;4B_IA_2012;NA;NA;522;NA;NA;NA;3318;8.12;31.86;19.5;4.93;14.44;1
2012;IA;IA_2012;DS11-04079;4;4B;4B_IA_2012;NA;NA;522;NA;NA;NA;3195;7;31.55;19.42;4.93;15.21;1
2012;IA;IA_2012;DS11-04080;4;4B;4B_IA_2012;NA;NA;522;NA;NA;NA;3593;8.58;32.8;19.15;4.84;14.47;1
2012;IA;IA_2012;DS11-04082;4;4B;4B_IA_2012;NA;NA;522;NA;NA;NA;3278;7.77;33.92;18.84;4.84;15.97;1
2012;IA;IA_2012;DS11-04084;4;4B;4B_IA_2012;NA;NA;522;NA;NA;NA;3284;7.61;33.13;19.32;4.82;15.94;1
2012;IA;IA_2012;DS11-04085;4;4B;4B_IA_2012;NA;NA;522;NA;NA;NA;3213;7.68;34.25;17.99;4.91;16.24;1
2012;IA;IA_2012;DS11-04089;4;4B;4B_IA_2012;NA;NA;522;NA;NA;NA;3430;7.59;33.34;19.24;4.84;14.47;1
2012;IA;IA_2012;DS11-04090;4;4B;4B_IA_2012;NA;NA;522;NA;NA;NA;3413;7.78;32.95;18.7;4.91;14.65;1
2012;IA;IA_2012;DS11-04091;4;4B;4B_IA_2012;NA;NA;522;NA;NA;NA;3166;8.88;33.42;19.31;4.83;17.03;1
2012;IA;IA_2012;DS11-04092;4;4B;4B_IA_2012;NA;NA;522;NA;NA;NA;3590;7.64;32.23;19.69;4.87;17.56;1
2012;IA;IA_2012;DS11-04094;4;4B;4B_IA_2012;NA;NA;522;NA;NA;NA;3458;7.35;31.76;18.96;4.97;15.24;1
2012;IA;IA_2012;DS11-04095;4;4B;4B_IA_2012;NA;NA;522;NA;NA;NA;3797;7.07;31.29;19.76;4.94;17.97;1
2012;IA;IA_2012;DS11-04096;4;4B;4B_IA_2012;NA;NA;522;NA;NA;NA;3272;8.04;33.5;19.07;4.83;16.65;1
2012;IA;IA_2012;DS11-04097;4;4B;4B_IA_2012;NA;NA;522;NA;NA;NA;3303;8.08;34.12;17.43;4.97;16.03;1
2012;IA;IA_2012;DS11-04098;4;4B;4B_IA_2012;NA;NA;522;NA;NA;NA;3004;8.94;32.41;19.16;4.89;14.3;1
2012;IA;IA_2012;DS11-04099;4;4B;4B_IA_2012;NA;NA;522;NA;NA;NA;3719;7.43;33.44;19.19;4.83;15.18;1
2012;IA;IA_2012;DS11-04100;4;4B;4B_IA_2012;NA;NA;522;NA;NA;NA;3538;7.8;33.49;18.57;4.87;16.12;1
2012;IA;IA_2012;DS11-04101;4;4B;4B_IA_2012;NA;NA;522;NA;NA;NA;3295;8.64;33.05;18.95;4.93;15.5;1
2012;IA;IA_2012;DS11-04104;4;4B;4B_IA_2012;NA;NA;522;NA;NA;NA;3424;7.69;33.66;18.4;4.88;14.74;1
2012;IA;IA_2012;DS11-06001;6;6A;6A_IA_2012;NA;NA;521;NA;NA;NA;3302;7.98;32.94;19.24;4.88;14.18;1
2012;IA;IA_2012;DS11-06002;6;6A;6A_IA_2012;NA;NA;521;NA;NA;NA;2847;7.58;32.11;20.01;4.84;15.18;1
2012;IA;IA_2012;DS11-06003;6;6A;6A_IA_2012;NA;NA;521;NA;NA;NA;4123;6.82;32.49;19.07;4.91;18.09;1
2012;IA;IA_2012;DS11-06004;6;6A;6A_IA_2012;NA;NA;521;NA;NA;NA;3400;8.38;33.97;18.83;4.8;16.38;1
2012;IA;IA_2012;DS11-06005;6;6A;6A_IA_2012;NA;NA;521;NA;NA;NA;3849;8.22;32.65;19.47;4.86;15.18;1
2012;IA;IA_2012;DS11-06007;6;6A;6A_IA_2012;NA;NA;521;NA;NA;NA;3678;8.08;32.74;19.76;4.79;15.24;1
2012;IA;IA_2012;DS11-06008;6;6A;6A_IA_2012;NA;NA;521;NA;NA;NA;4007;8.34;32.98;19.15;4.86;16.44;1
2012;IA;IA_2012;DS11-06009;6;6A;6A_IA_2012;NA;NA;521;NA;NA;NA;3684;7.32;33.56;19.04;4.81;15.71;1
2012;IA;IA_2012;DS11-06010;6;6A;6A_IA_2012;NA;NA;521;NA;NA;NA;3315;7.08;34.12;18.75;4.8;17.53;1
